country,file,type,title,page,reform_area,benchmark,due_date,status,table_title
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.54)",54,Public Financial Management,"Publish all the criteria for the appraisal and selection of major investment projects, along with feasibility studies.",End-December 2023,Met,"SB table (vision, p.54)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.54)",54,Transparency,Establish and operationalize a committee within the audit court to monitor implementation of its audit recommendations,End-February 2024,Met,"SB table (vision, p.54)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.54)",54,Transparency,Publish the audit reports of three high-stake public contracts executed during 2022-24.,End-June 2025,Newly proposed SB,"SB table (vision, p.54)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.54)",54,AML-CFT,Establish a legal framework which requires the collection and verification of beneficial ownership information of landholders at the time of transfer of land and the publication of this beneficial ownership information on a government website,End-April 2024,Met,"SB table (vision, p.54)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.54)",54,Anti-corruption,"Operationalize the HCPC (Haut Commissariat à la Prévention de la Corruption) and strengthen its legal framework to ensure its independence and powers, in consultation with IMF staff",End-June 2024,On track,"SB table (vision, p.54)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.54)",54,Public Financial Management,"Update the list of bank accounts of public organizations before the end of August 2023 and close at least half of those subject to the obligation to deposit funds in the Treasury and not benefiting from an exemption authorization from the MEF, while repatriating the balances to the public Treasury, no later than the end of June 2024",End-June 2024,On track,"SB table (vision, p.54)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.54)",54,Business climate,"Extend the online land registry (e-cadastre) to completely cover the city of Cotonou, and systematically update land transactions in the e-cadaster",End-April 2025,,"SB table (vision, p.54)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.54)",54,Business climate,"Create and operationalize a single electronic window to promote investment and accelerate export facilitation, including by providing approval under the investment code and export support for small and medium-size enterprises.",End-February 2025,Newly proposed SB,"SB table (vision, p.54)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.97)",97,Public Financial Management,"Publish all the criteria for the appraisal and selection of major investment projects, along with feasibility studies.",End-December 2023,Met,"SB table (vision, p.97)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.97)",97,Transparency,Establish and operationalize a committee within the audit court to monitor implementation of its audit recommendations,End-February 2024,Met,"SB table (vision, p.97)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.97)",97,Transparency,Publish the audit reports of three high-stake public contracts executed during 2022-24.,End-June 2025,Newly proposed SB,"SB table (vision, p.97)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.97)",97,AML-CFT,Establish a legal framework which requires the collection and verification of beneficial ownership information of landholders at the time of transfer of land and the publication of this beneficial ownership information on a government website,End-April 2024,Met,"SB table (vision, p.97)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.97)",97,Anti-corruption,"Operationalize the HCPC (Haut Commissariat à la Prévention de la Corruption) and strengthen its legal framework to ensure its independence and powers, in consultation with IMF staff",End-June 2024,On track,"SB table (vision, p.97)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.97)",97,Public Financial Management,"Update the list of bank accounts of public organizations before the end of August 2023 and close at least half of those subject to the obligation to deposit funds in the Treasury and not benefiting from an exemption authorization from the MEF, while repatriating the balances to the public Treasury, no later than the end of June 2024",End-June 2024,On track,"SB table (vision, p.97)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.97)",97,Business climate,"Extend the online land registry (e-cadaster) to completely cover the city of Cotonou, and systematically update land transactions in the e-cadaster",End-April 2025,,"SB table (vision, p.97)"
BEN,BEN_2024_EFF_ECF_Review4_Article_IV_Combined.pdf,Structural Benchmark,"SB table (vision, p.97)",97,Business climate,"Create and operationalize a single electronic window to promote investment and accelerate export facilitation, including by providing approval under the investment code and export support for small and medium-size enterprises.",End-February 2025,Newly proposed SB,"SB table (vision, p.97)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Annex,I. Risk Assessment Matrix,47,,,,,
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Annex,II. Impact of Recent Policy Shifts in Nigeria,48,,,,,
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Box,1. Catalyzing climate Finance under the RSF,24,,,,,
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Public Financial Management,"Publish all the criteria for the appraisal and selection of major investment projects, along with feasibility studies.",End-December 2023,Met,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Transparency,Establish and operationalize a committee within the court to monitor implementation of its audit recommendations,End-February 2024,Met,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Transparency,Publish the audit reports of three high-stake public contracts executed during 2022-24.,End-June 2025,,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Transparency,"Publish annually the list of companies operating in the industrial zone, specifying the tax regime granted and the related benefits along with the volume of potential investment expected",End-April 2025,Newly proposed SB,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,AML-CFT,Establish a legal framework which requires the collection and verification of beneficial ownership information of landholders at the time of transfer of land and the publication of this beneficial ownership information on a government website,End-April 2024,Met,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Anti-corruption,"Operationalize the HCPC (Haut Commissariat à la Prévention de la Corruption) and strengthen its legal framework to ensure its independence and powers, in consultation with IMF staff",End-June 2024,Met,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Public Financial Management,"Update the list of bank accounts of public organizations before the end of August 2023 and close at least half of those subject to the obligation to deposit funds in the Treasury and not benefiting from an exemption authorization from the MEF, while repatriating the balances to the public Treasury, no later than the end of June 2024",End-June 2024,Met,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Business climate,"Extend the online land registry (e-cadastre) to completely cover the city of Cotonou, and systematically update land transactions in the e-cadaster",End-April 2025,,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Business climate,"Create and operationalize a single electronic window to promote investment and accelerate export facilitation, including by providing approval under the investment code and export support for small and medium-size enterprises.",End-February 2025,,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Social policies,"In line with the government's highly social mandate, develop and publish on the website of the Ministry in charge of Social Affairs a mapping of social protection programs, identifying the main vulnerabilities addressed by each program and beneficiaries, and including a quantification of coverage gaps and overlaps, and the associated policy and financing implications.",End-October 2025,Newly proposed SB,"SB table (vision, p.43)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,Public Financial Management,"Publish all the criteria for the appraisal and selection of major investment projects, along with feasibility studies.",End-December 2023,Met,"SB table (vision, p.65)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,Transparency,Establish and operationalize a committee within the court to monitor implementation of its audit recommendations,End-February 2024,Met,"SB table (vision, p.65)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,Transparency,Publish the audit reports of three high-stake public contracts executed during 2022-24.,End-June 2025,,"SB table (vision, p.65)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,Transparency,"Publish the list of companies operating in the industrial zone, specifying the tax regime granted and the related benefits along with the volume of potential investment expected",End-April 2025,Newly proposed SB,"SB table (vision, p.65)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,AML-CFT,Establish a legal framework which requires the collection and verification of beneficial ownership information of landholders at the time of transfer of land and the publication of this beneficial ownership information on a government website,End-April 2024,Met,"SB table (vision, p.65)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,Anti-corruption,"Operationalize the HCPC (Haut Commissariat à la Prévention de la Corruption) and strengthen its legal framework to ensure its independence and powers, in consultation with IMF staff",End-June 2024,Met,"SB table (vision, p.65)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,Public Financial Management,"Update the list of bank accounts of public organizations before the end of August 2023 and close at least half of those subject to the obligation to deposit funds in the Treasury and not benefiting from an exemption authorization from the MEF, while repatriating the balances to the public Treasury, no later than the end of June 2024",End-June 2024,Met,"SB table (vision, p.65)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,Business climate,"Extend the online land registry (e-cadaster) to completely cover the city of Cotonou, and systematically update land transactions in the e-cadaster",End-April 2025,,"SB table (vision, p.65)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,Business climate,"Create and operationalize a single electronic window to promote investment and accelerate export facilitation, including by providing approval under the investment code and export support for small and medium-size enterprises.",End-February 2025,,"SB table (vision, p.65)"
BEN,BEN_2024_EFF_ECF_Review5_Standalone_Post_Combined_1.pdf,Structural Benchmark,"SB table (vision, p.65)",65,Social policies,"In line with the government's highly social mandate, develop and publish on the website of the Ministry in charge of Social Affairs a mapping of existing social protection programs, identifying the main vulnerabilities addressed by each program and beneficiaries, and including a quantification of coverage gaps and overlaps, the associated financing implications and policies.",End-October 2025,Newly proposed SB,"SB table (vision, p.65)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Annex,I. External Sector Assessment,49,,,,,
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Annex,II. Risk Assessment Matrix (RAM),53,,,,,
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Annex,III. Rebasing of the Harmonized Consumer Price Index,54,,,,,
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Box,1. Benin's Recent External Borrowing Operations,10,,,,,
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Box,2. Official Development Assistance Flows,18,,,,,
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Transparency,Publish the audit reports of three high-stake public contracts executed during 2022-24.,End-June 2025,On track,"SB table (vision, p.43)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Transparency,"Publish annually the list of companies operating in the industrial zone, specifying the tax regime granted and the related benefits along with the volume of potential investment expected",End-April 2025,Met,"SB table (vision, p.43)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Transparency,"Publish in their respective websites the financial statements for the period 2022 to 2024 of the electricity production and distribution companies (SBPE and SBEE), the water company SONEB, and the Port of Cotonou (PAC).",End-October 2025,Newly proposed SB,"SB table (vision, p.43)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Business climate,"Extend the online land registry (e-cadaster) to completely cover the city of Cotonou, and systematically update land transactions in the e-cadaster",End-April 2025,Met,"SB table (vision, p.43)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Business climate,"Create and operationalize a single electronic window to promote investment and accelerate export facilitation, including by providing approval under the investment code and export support for small and medium-size enterprises.",End-February 2025,Met,"SB table (vision, p.43)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.43)",43,Social policies,"In line with the government's highly social mandate, develop and publish on the website of the Ministry in charge of Social Affairs a mapping of social protection programs, identifying the main vulnerabilities addressed by each program and beneficiaries, and including a quantification of coverage gaps and overlaps, and the associated policy and financing implications.",End-October 2025,On track,"SB table (vision, p.43)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.71)",71,Transparency,Publish the audit reports of three high-stake public contracts executed during 2022-24.,End-June 2025,On track,"SB table (vision, p.71)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.71)",71,Transparency,"Publish annually the list of companies operating in the industrial zone, specifying the tax regime granted and the related benefits along with the volume of potential investment expected",End-April 2025,Met,"SB table (vision, p.71)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.71)",71,Transparency,"Publish in their respective websites the financial statements for the period 2022 to 2024 of the electricity production and distribution companies (SBPE and SBEE), the water company SONEB, and the Port of Cotonou (PAC).",End-October 2025,Newly proposed SB,"SB table (vision, p.71)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.71)",71,Business climate,"Extend the online land registry (e-cadastre) to completely cover the city of Cotonou, and systematically update land transactions in the e-cadastre",End-April 2025,Met,"SB table (vision, p.71)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.71)",71,Business climate,"Create and operationalize a single electronic window to promote investment and accelerate export facilitation, including by providing approval under the investment code and export support for small and medium-size enterprises.",End-February 2025,Met,"SB table (vision, p.71)"
BEN,BEN_2025_EFF_ECF_Review6_Standalone_Post_Combined_2.pdf,Structural Benchmark,"SB table (vision, p.71)",71,Social policies,"In line with the government's highly social mandate, develop and publish on the website of the Ministry in charge of Social Affairs a mapping of social protection programs, identifying the main vulnerabilities addressed by each program and beneficiaries, and including a quantification of coverage gaps and overlaps, and the associated policy and financing implications.",End-October 2025,On track,"SB table (vision, p.71)"
